code,is_vulnerable,urgency_score,source_dataset,cwe,vulnerability_type,source
"# User input handler
try:
    os.popen(command).read()
except: pass",1,77.2583892253821,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,96.4103617510438,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,11.617440079082805,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,14.114957078678742,cve_like_training.csv,None,safe,safe_code
"def include_file(file_path):
    return open(file_path, 'r').read()",1,80.0,real_cve_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,12.34077131816858,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,24.58644426514177,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
open('../../../etc/passwd'),1,70.03046955414243,training_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,10.250751268176233,cve_like_training.csv,None,safe,safe_code
sorted_list = sorted(data),0,7.890008857884581,training_dataset.csv,None,safe,safe_code
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,93.50080314985082,cve_like_training.csv,CWE-94,code_injection,cve_like
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def send_email():
    smtp_password = ""P@ssw0rd123""
    server.login(""admin@example.com"", smtp_password)",1,85.81164103585152,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.08722408595993,cve_like_training.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,83.5629062079978,cve_like_training.csv,CWE-502,deserialization,cve_like
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,92.9199687291892,cve_like_training.csv,CWE-78,command_injection,cve_like
"# User input handler
try:
    os.unlink(path)
except: pass",1,59.30666468164044,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,83.56803287766529,cve_like_training.csv,CWE-79,xss,cve_like
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,94.42141015794346,cve_like_training.csv,CWE-94,code_injection,cve_like
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,92.4602032152936,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,19.272032218692384,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,80.13553472154828,cve_like_training.csv,CWE-502,deserialization,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,21.46244960233664,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,77.80211933308183,cve_like_training.csv,CWE-611,xxe,cve_like
"def process_data(data):
    from os import system
    return result",1,59.85747127851225,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,80.8049444401404,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def execute_formula(formula):
    result = eval(formula)
    return result",1,96.8689073595694,cve_like_training.csv,CWE-94,code_injection,cve_like
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,16.411817979456593,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,76.76226260513273,cve_like_training.csv,CWE-22,path_traversal,cve_like
"with open('config.json', 'r') as f: data = json.load(f)",0,13.199865761663167,training_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,24.97849155009301,cve_like_training.csv,None,safe,safe_code
while count < 10: count += 1,0,23.75709674578425,training_dataset.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,94.14003263468368,cve_like_training.csv,CWE-78,command_injection,cve_like
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,79.18018728225361,cve_like_training.csv,CWE-611,xxe,cve_like
session.query(Model).filter(Model.id == id).all(),0,26.37641382614809,training_dataset.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,75.12078416805578,cve_like_training.csv,CWE-611,xxe,cve_like
"def include_file(file_path):
    return open(file_path, 'r').read()",1,80.0,real_cve_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"# API endpoint
yaml.load(data)",1,84.98749820352992,training_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,24.87714370014084,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,13.29822556960987,cve_like_training.csv,None,safe,safe_code
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,91.21722323183404,cve_like_training.csv,CWE-94,code_injection,cve_like
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def search_products(category):
    query = ""SELECT * FROM products WHERE category='"" + category + ""'""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
text = text.lower(),0,32.0976801414017,training_dataset.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,75.91951703146546,cve_like_training.csv,CWE-611,xxe,cve_like
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,97.95259080228868,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,79.63471786812904,cve_like_training.csv,CWE-611,xxe,cve_like
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,82.92832854412558,cve_like_training.csv,CWE-502,deserialization,cve_like
"def calculate():
    from datetime import datetime
    return result",0,7.591591221788708,training_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,17.92298092382412,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,88.6685451888315,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,91.82036866651886,cve_like_training.csv,CWE-78,command_injection,cve_like
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,24.943258053127995,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    result = eval(formula)
    return result",1,92.295584711903,cve_like_training.csv,CWE-94,code_injection,cve_like
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def process_data(data):
    yaml.load(data)
    return result",1,80.30301147628053,training_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
